constraint_name,from_schema,from_table,from_column,to_schema,to_table,to_column,key_position,key_width,on_delete,on_update,relationship_kind
receipt_allocations_receipt_id_fkey,public,receipt_allocations,receipt_id,public,receipts,id,1,1,CASCADE,NO ACTION,DECLARED
receipts_bank_account_id_fkey,public,receipts,bank_account_id,public,organization_bank_accounts,id,1,1,SET NULL,NO ACTION,DECLARED
receipts_organization_id_fkey,public,receipts,organization_id,public,organizations,id,1,1,NO ACTION,NO ACTION,DECLARED
receipts_tenant_allotment_id_fkey,public,receipts,tenant_allotment_id,public,tenant_allotments,id,1,1,NO ACTION,NO ACTION,DECLARED
receipts_tenant_id_fkey,public,receipts,tenant_id,public,tenants,id,1,1,NO ACTION,NO ACTION,DECLARED
regular_maintenance_rules_apartment_id_fkey,public,regular_maintenance_rules,apartment_id,public,apartments,id,1,1,NO ACTION,NO ACTION,DECLARED
regular_maintenance_rules_asset_type_id_fkey,public,regular_maintenance_rules,asset_type_id,public,asset_types,id,1,1,NO ACTION,NO ACTION,DECLARED
regular_maintenance_rules_issue_type_id_fkey,public,regular_maintenance_rules,issue_type_id,public,issue_types,id,1,1,NO ACTION,NO ACTION,DECLARED
regular_maintenance_rules_organization_id_fkey,public,regular_maintenance_rules,organization_id,public,organizations,id,1,1,NO ACTION,NO ACTION,DECLARED
regular_maintenance_rules_property_id_fkey,public,regular_maintenance_rules,property_id,public,properties,id,1,1,NO ACTION,NO ACTION,DECLARED
replacement_forecasts_asset_id_fkey,public,replacement_forecasts,asset_id,public,assets,id,1,1,CASCADE,NO ACTION,DECLARED
review_embeddings_organization_id_fkey,market,review_embeddings,organization_id,public,organizations,id,1,1,CASCADE,NO ACTION,DECLARED
review_embeddings_review_id_fkey,market,review_embeddings,review_id,market,competitor_reviews,id,1,1,CASCADE,NO ACTION,DECLARED
role_permissions_organization_id_fkey,public,role_permissions,organization_id,public,organizations,id,1,1,CASCADE,NO ACTION,DECLARED
room_switches_allotment_id_fkey,public,room_switches,allotment_id,public,tenant_allotments,id,1,1,NO ACTION,NO ACTION,DECLARED
room_switches_new_allotment_id_fkey,public,room_switches,new_allotment_id,public,tenant_allotments,id,1,1,NO ACTION,NO ACTION,DECLARED
room_switches_new_bed_id_fkey,public,room_switches,new_bed_id,public,beds,id,1,1,NO ACTION,NO ACTION,DECLARED
room_switches_old_allotment_id_fkey,public,room_switches,old_allotment_id,public,tenant_allotments,id,1,1,NO ACTION,NO ACTION,DECLARED
room_switches_old_bed_id_fkey,public,room_switches,old_bed_id,public,beds,id,1,1,NO ACTION,NO ACTION,DECLARED
room_switches_organization_id_fkey,public,room_switches,organization_id,public,organizations,id,1,1,NO ACTION,NO ACTION,DECLARED
room_switches_tenant_id_fkey,public,room_switches,tenant_id,public,tenants,id,1,1,NO ACTION,NO ACTION,DECLARED
running_bed_maintenance_details_apartment_id_fkey,public,running_bed_maintenance_details,apartment_id,public,apartments,id,1,1,NO ACTION,NO ACTION,DECLARED
running_bed_maintenance_details_bed_id_fkey,public,running_bed_maintenance_details,bed_id,public,beds,id,1,1,NO ACTION,NO ACTION,DECLARED
running_bed_maintenance_details_organization_id_fkey,public,running_bed_maintenance_details,organization_id,public,organizations,id,1,1,NO ACTION,NO ACTION,DECLARED
running_bed_maintenance_details_property_id_fkey,public,running_bed_maintenance_details,property_id,public,properties,id,1,1,NO ACTION,NO ACTION,DECLARED
running_bed_maintenance_details_tenant_id_fkey,public,running_bed_maintenance_details,tenant_id,public,tenants,id,1,1,NO ACTION,NO ACTION,DECLARED
running_bed_maintenance_details_ticket_id_fkey,public,running_bed_maintenance_details,ticket_id,public,maintenance_tickets,id,1,1,CASCADE,NO ACTION,DECLARED
tab_permissions_organization_id_fkey,public,tab_permissions,organization_id,public,organizations,id,1,1,NO ACTION,NO ACTION,DECLARED
team_attendance_organization_id_fkey,public,team_attendance,organization_id,public,organizations,id,1,1,NO ACTION,NO ACTION,DECLARED
team_attendance_team_member_id_fkey,public,team_attendance,team_member_id,public,team_members,id,1,1,CASCADE,NO ACTION,DECLARED
team_departments_organization_id_fkey,public,team_departments,organization_id,public,organizations,id,1,1,NO ACTION,NO ACTION,DECLARED
team_members_department_id_fkey,public,team_members,department_id,public,team_departments,id,1,1,NO ACTION,NO ACTION,DECLARED
team_members_organization_id_fkey,public,team_members,organization_id,public,organizations,id,1,1,NO ACTION,NO ACTION,DECLARED
team_members_user_id_fkey,public,team_members,user_id,auth,users,id,1,1,NO ACTION,NO ACTION,DECLARED
team_payments_organization_id_fkey,public,team_payments,organization_id,public,organizations,id,1,1,NO ACTION,NO ACTION,DECLARED
team_payments_team_member_id_fkey,public,team_payments,team_member_id,public,team_members,id,1,1,CASCADE,NO ACTION,DECLARED
team_salary_bills_organization_id_fkey,public,team_salary_bills,organization_id,public,organizations,id,1,1,NO ACTION,NO ACTION,DECLARED
team_salary_bills_team_member_id_fkey,public,team_salary_bills,team_member_id,public,team_members,id,1,1,NO ACTION,NO ACTION,DECLARED
tenant_absence_records_allotment_id_fkey,public,tenant_absence_records,allotment_id,public,tenant_allotments,id,1,1,SET NULL,NO ACTION,DECLARED
tenant_absence_records_organization_id_fkey,public,tenant_absence_records,organization_id,public,organizations,id,1,1,NO ACTION,NO ACTION,DECLARED
tenant_absence_records_tenant_id_fkey,public,tenant_absence_records,tenant_id,public,tenants,id,1,1,CASCADE,NO ACTION,DECLARED
tenant_adjustments_allotment_id_fkey,public,tenant_adjustments,allotment_id,public,tenant_allotments,id,1,1,NO ACTION,NO ACTION,DECLARED
tenant_adjustments_apartment_id_fkey,public,tenant_adjustments,apartment_id,public,apartments,id,1,1,NO ACTION,NO ACTION,DECLARED
tenant_adjustments_bed_id_fkey,public,tenant_adjustments,bed_id,public,beds,id,1,1,NO ACTION,NO ACTION,DECLARED
tenant_adjustments_organization_id_fkey,public,tenant_adjustments,organization_id,public,organizations,id,1,1,NO ACTION,NO ACTION,DECLARED
tenant_adjustments_property_id_fkey,public,tenant_adjustments,property_id,public,properties,id,1,1,NO ACTION,NO ACTION,DECLARED
tenant_adjustments_tenant_id_fkey,public,tenant_adjustments,tenant_id,public,tenants,id,1,1,NO ACTION,NO ACTION,DECLARED
tenant_allotments_apartment_id_fkey,public,tenant_allotments,apartment_id,public,apartments,id,1,1,NO ACTION,NO ACTION,DECLARED
tenant_allotments_bed_id_fkey,public,tenant_allotments,bed_id,public,beds,id,1,1,NO ACTION,NO ACTION,DECLARED
tenant_allotments_organization_id_fkey,public,tenant_allotments,organization_id,public,organizations,id,1,1,NO ACTION,NO ACTION,DECLARED
tenant_allotments_property_id_fkey,public,tenant_allotments,property_id,public,properties,id,1,1,NO ACTION,NO ACTION,DECLARED
tenant_allotments_tenant_id_fkey,public,tenant_allotments,tenant_id,public,tenants,id,1,1,CASCADE,NO ACTION,DECLARED
tenant_document_history_allotment_id_fkey,public,tenant_document_history,allotment_id,public,tenant_allotments,id,1,1,NO ACTION,NO ACTION,DECLARED
tenant_document_history_tenant_id_fkey,public,tenant_document_history,tenant_id,public,tenants,id,1,1,NO ACTION,NO ACTION,DECLARED
tenant_exits_allotment_id_fkey,public,tenant_exits,allotment_id,public,tenant_allotments,id,1,1,NO ACTION,NO ACTION,DECLARED
tenant_exits_bed_id_fkey,public,tenant_exits,bed_id,public,beds,id,1,1,NO ACTION,NO ACTION,DECLARED
tenant_exits_organization_id_fkey,public,tenant_exits,organization_id,public,organizations,id,1,1,NO ACTION,NO ACTION,DECLARED
tenant_exits_tenant_id_fkey,public,tenant_exits,tenant_id,public,tenants,id,1,1,NO ACTION,NO ACTION,DECLARED
tenant_notices_allotment_id_fkey,public,tenant_notices,allotment_id,public,tenant_allotments,id,1,1,NO ACTION,NO ACTION,DECLARED
tenant_notices_bed_id_fkey,public,tenant_notices,bed_id,public,beds,id,1,1,NO ACTION,NO ACTION,DECLARED
tenant_notices_organization_id_fkey,public,tenant_notices,organization_id,public,organizations,id,1,1,NO ACTION,NO ACTION,DECLARED
tenant_notices_tenant_id_fkey,public,tenant_notices,tenant_id,public,tenants,id,1,1,NO ACTION,NO ACTION,DECLARED
tenant_remarks_tenant_id_fkey,public,tenant_remarks,tenant_id,public,tenants,id,1,1,CASCADE,NO ACTION,DECLARED
tenant_transactions_allotment_id_fkey,public,tenant_transactions,allotment_id,public,tenant_allotments,id,1,1,CASCADE,NO ACTION,DECLARED
tenant_transactions_organization_id_fkey,public,tenant_transactions,organization_id,public,organizations,id,1,1,NO ACTION,NO ACTION,DECLARED
tenant_transactions_tenant_id_fkey,public,tenant_transactions,tenant_id,public,tenants,id,1,1,CASCADE,NO ACTION,DECLARED
tenants_organization_id_fkey,public,tenants,organization_id,public,organizations,id,1,1,NO ACTION,NO ACTION,DECLARED
tenants_org_property_fk,public,tenants,organization_id,public,properties,organization_id,2,2,RESTRICT,RESTRICT,DECLARED
tenants_org_property_fk,public,tenants,property_id,public,properties,id,1,2,RESTRICT,RESTRICT,DECLARED
tenants_user_id_fkey,public,tenants,user_id,auth,users,id,1,1,NO ACTION,NO ACTION,DECLARED
ticket_cost_estimates_organization_id_fkey,public,ticket_cost_estimates,organization_id,public,organizations,id,1,1,NO ACTION,NO ACTION,DECLARED
ticket_cost_estimates_ticket_id_fkey,public,ticket_cost_estimates,ticket_id,public,maintenance_tickets,id,1,1,CASCADE,NO ACTION,DECLARED
ticket_logs_ticket_id_fkey,public,ticket_logs,ticket_id,public,maintenance_tickets,id,1,1,CASCADE,NO ACTION,DECLARED
ticket_number_counters_organization_id_fkey,public,ticket_number_counters,organization_id,public,organizations,id,1,1,CASCADE,NO ACTION,DECLARED
ticket_number_counters_property_id_fkey,public,ticket_number_counters,property_id,public,properties,id,1,1,CASCADE,NO ACTION,DECLARED
ticket_purchases_cost_estimate_id_fkey,public,ticket_purchases,cost_estimate_id,public,ticket_cost_estimates,id,1,1,NO ACTION,NO ACTION,DECLARED
ticket_purchases_organization_id_fkey,public,ticket_purchases,organization_id,public,organizations,id,1,1,NO ACTION,NO ACTION,DECLARED
ticket_purchases_ticket_id_fkey,public,ticket_purchases,ticket_id,public,maintenance_tickets,id,1,1,CASCADE,NO ACTION,DECLARED
fk_ticket,public,ticket_purchases,ticket_id,public,maintenance_tickets,id,1,1,CASCADE,NO ACTION,DECLARED
fk_vendor,public,ticket_purchases,vendor_id,public,vendors,id,1,1,SET NULL,NO ACTION,DECLARED
ticket_purchases_vendor_id_fkey,public,ticket_purchases,vendor_id,public,vendors,id,1,1,NO ACTION,NO ACTION,DECLARED
ticket_resolutions_bank_account_id_fkey,public,ticket_resolutions,bank_account_id,public,organization_bank_accounts,id,1,1,SET NULL,NO ACTION,DECLARED
ticket_resolutions_ticket_id_fkey,public,ticket_resolutions,ticket_id,public,maintenance_tickets,id,1,1,CASCADE,NO ACTION,DECLARED
ticket_resolutions_vendor_id_fkey,public,ticket_resolutions,vendor_id,public,vendors,id,1,1,NO ACTION,NO ACTION,DECLARED
user_roles_user_id_fkey,public,user_roles,user_id,auth,users,id,1,1,CASCADE,NO ACTION,DECLARED
users_reports_to_fkey,public,users,reports_to,public,users,id,1,1,NO ACTION,NO ACTION,DECLARED
vendor_remarks_vendor_id_fkey,public,vendor_remarks,vendor_id,public,vendors,id,1,1,CASCADE,NO ACTION,DECLARED
vendors_organization_id_fkey,public,vendors,organization_id,public,organizations,id,1,1,NO ACTION,NO ACTION,DECLARED
whatsapp_conversations_last_event_id_fkey,public,whatsapp_conversations,last_event_id,public,whatsapp_events,id,1,1,NO ACTION,NO ACTION,DECLARED
whatsapp_conversations_organization_id_fkey,public,whatsapp_conversations,organization_id,public,organizations,id,1,1,NO ACTION,NO ACTION,DECLARED
whatsapp_conversations_tenant_id_fkey,public,whatsapp_conversations,tenant_id,public,tenants,id,1,1,NO ACTION,NO ACTION,DECLARED
whatsapp_dedup_event_id_fkey,public,whatsapp_dedup,event_id,public,whatsapp_events,id,1,1,CASCADE,NO ACTION,DECLARED
whatsapp_events_organization_id_fkey,public,whatsapp_events,organization_id,public,organizations,id,1,1,NO ACTION,NO ACTION,DECLARED
whatsapp_events_tenant_id_fkey,public,whatsapp_events,tenant_id,public,tenants,id,1,1,NO ACTION,NO ACTION,DECLARED
whatsapp_failures_event_id_fkey,public,whatsapp_failures,event_id,public,whatsapp_events,id,1,1,CASCADE,NO ACTION,DECLARED
whatsapp_payment_submissions_matched_invoice_id_fkey,public,whatsapp_payment_submissions,matched_invoice_id,public,invoices,id,1,1,SET NULL,NO ACTION,DECLARED
whatsapp_payment_submissions_organization_id_fkey,public,whatsapp_payment_submissions,organization_id,public,organizations,id,1,1,CASCADE,NO ACTION,DECLARED
whatsapp_payment_submissions_receipt_id_fkey,public,whatsapp_payment_submissions,receipt_id,public,receipts,id,1,1,SET NULL,NO ACTION,DECLARED
whatsapp_payment_submissions_tenant_id_fkey,public,whatsapp_payment_submissions,tenant_id,public,tenants,id,1,1,SET NULL,NO ACTION,DECLARED
whatsapp_payment_submissions_verified_by_fkey,public,whatsapp_payment_submissions,verified_by,auth,users,id,1,1,SET NULL,NO ACTION,DECLARED
whatsapp_payment_submissions_whatsapp_event_id_fkey,public,whatsapp_payment_submissions,whatsapp_event_id,public,whatsapp_events,id,1,1,SET NULL,NO ACTION,DECLARED
whatsapp_send_deliveries_job_id_fkey,public,whatsapp_send_deliveries,job_id,public,whatsapp_send_jobs,id,1,1,CASCADE,NO ACTION,DECLARED
whatsapp_send_deliveries_organization_id_fkey,public,whatsapp_send_deliveries,organization_id,public,organizations,id,1,1,CASCADE,NO ACTION,DECLARED
whatsapp_send_jobs_created_by_fkey,public,whatsapp_send_jobs,created_by,auth,users,id,1,1,SET NULL,NO ACTION,DECLARED
whatsapp_send_jobs_organization_id_fkey,public,whatsapp_send_jobs,organization_id,public,organizations,id,1,1,CASCADE,NO ACTION,DECLARED
